Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Hamilton,MA,01982,1,2026-03-01,750750.0,750750.0,750750.0,750750.0,849450.0,404.49967789,20,6,redfin,15.04,database,11291.28,940.94,477800.0,960000.0,831608.3333333334,12,decreasing
Georgetown,MA,01833,1,2026-03-01,745000.0,745000.0,745000.0,745000.0,749000.0,358.525896414,31,8,redfin,13.76,database,10251.2,854.27,524500.0,785000.0,711414.5833333334,12,decreasing
Windham,NH,03087,1,2026-03-01,739000.0,739000.0,739000.0,739000.0,699900.0,306.303116147,35,17,redfin,14.14,database,10449.46,870.79,739000.0,870000.0,810313.8333333334,12,decreasing
Quincy,MA,02171,1,2026-03-01,735000.0,735000.0,735000.0,735000.0,669900.0,465.838509317,35,15,redfin,11.78,database,8658.3,721.52,421000.0,1134000.0,821958.3333333334,12,decreasing
Lincoln,MA,01773,1,2026-03-01,728500.0,728500.0,728500.0,728500.0,,456.579306579,2,0,redfin,12.31,database,8967.83,747.32,675000.0,1595000.0,1190208.3333333333,12,decreasing
Walpole,MA,02081,1,2026-03-01,727500.0,727500.0,727500.0,727500.0,749450.0,379.010312331,34,14,redfin,12.45,database,9057.38,754.78,511250.0,845000.0,718354.1666666666,12,stable
Brockton,MA,02301,1,2026-03-01,726500.0,726500.0,726500.0,726500.0,799000.0,282.410440295,20,14,redfin,11.63,database,8449.2,704.1,265000.0,726500.0,459291.6666666667,12,increasing
Gloucester,MA,01930,1,2026-03-01,725000.0,725000.0,725000.0,725000.0,786000.0,432.194593448,42,9,redfin,9.31,database,6749.75,562.48,360000.0,925000.0,673833.3333333334,12,increasing
Winthrop,MA,02152,1,2026-03-01,720000.0,720000.0,720000.0,720000.0,719000.0,424.228877962,25,7,redfin,11.14,database,8020.8,668.4,476000.0,950000.0,698333.3333333334,12,increasing
Billerica,MA,01821,1,2026-03-01,709500.0,709500.0,709500.0,709500.0,657499.0,351.917639715,64,18,redfin,11.61,database,8237.3,686.44,315000.0,730000.0,623041.6666666666,12,increasing
Lowell,MA,01852,1,2026-03-01,706500.0,706500.0,706500.0,706500.0,609450.0,231.584486259,10,4,redfin,11.35,database,8018.78,668.23,309999.0,706500.0,510208.25,12,increasing
Stow,MA,01775,1,2026-03-01,706000.0,706000.0,706000.0,706000.0,582500.0,321.563088512,9,6,redfin,17.87,database,12616.22,1051.35,685000.0,1021500.0,820333.3333333334,12,decreasing
Danvers,MA,01923,1,2026-03-01,705000.0,705000.0,705000.0,705000.0,699000.0,353.640675709,36,9,redfin,10.65,database,7508.25,625.69,345000.0,775000.0,618395.8333333334,12,increasing
Tyngsborough,MA,01879,1,2026-03-01,704300.0,704300.0,704300.0,704300.0,724990.0,310.59683313,17,6,redfin,12.99,database,9148.86,762.41,428450.0,955924.0,687445.0833333334,12,stable
Ashland,MA,01721,1,2026-03-01,695000.0,695000.0,695000.0,695000.0,760500.0,340.968426499,2,2,redfin,12.71,database,8833.45,736.12,507000.0,752500.0,645833.3333333334,12,increasing
Revere,MA,02151,1,2026-03-01,695000.0,695000.0,695000.0,695000.0,640000.0,410.509031199,35,12,redfin,8.94,database,6213.3,517.78,345000.0,880000.0,626000.0,12,decreasing
Boston,MA,02113,1,2026-03-01,693000.0,693000.0,693000.0,693000.0,604500.0,936.429686713,16,9,redfin,12.4,database,8593.2,716.1,575000.0,1705000.0,1006125.0,12,increasing
Billerica,MA,01862,1,2026-03-01,685000.0,685000.0,685000.0,685000.0,704450.0,351.604760188,19,6,redfin,11.61,database,7952.85,662.74,200000.0,880000.0,550995.8333333334,12,increasing
Roslindale,MA,02131,1,2026-03-01,680500.0,680500.0,680500.0,680500.0,685000.0,485.139146389,56,19,redfin,12.4,database,8438.2,703.18,521500.0,1049000.0,723958.3333333334,12,decreasing
Boston,MA,02215,1,2026-03-01,680000.0,680000.0,680000.0,680000.0,599000.0,905.701754386,19,18,redfin,12.4,database,8432.0,702.67,631500.0,715000.0,686083.3333333334,12,stable
